"V1","casename","docket","circuit","cite","year","month","day","unpub","area","enbanc","femplaintiff","name","vote","child","girls","woman","birth","republican","songerID","sons","X","pname","id","pres","mona","yeara","monl","yearl","yearb","yeard","pleft","left","party","state","city","circuit.1","elevate","gender","race","name.1","appres","pleftsum","boom","crossa","crossl","mrespty","prespty","dummy","ids","religion","csb","ba","bast","bapp","ls","lsst","jdpp","graddeg1","graddeg2","graddeg3","pfedjdge","pfjdget","pssc","pslc","plocct","poutsjge","psjdget","pausa","pusa","psgo","psg","pago","paag","pag","pcc","psp","pspros","pmag","pbj","pcab","pcabdept","pscab","pscabdpt","pindreg1","preg1","pindreg2","preg2","pindreg3","preg3","pindreg4","preg4","pindreg5","preg5","phouse","psenate","pgov","pssenate","pshouse","pmayor","pccoun","pccom","pda","plother","plotherl","pgovt","plawprof","pprivate","prevpos","pmagis","pcomct","pdat","pada","pbank","pterr","pcustom","statecab","age","extra1","extra2","extra3","extra4","amon","ayear","X___l","X___j","X___char","pos1","pos1yrs","pos2","pos2yrs","pos3","pos3yrs","pos4","pos4yrs","pos5","pos5yrs","pos6","pos6yrs","pos7","pos7yrs","pos8","pos8yrs","pos9","pos9yrs","pos10","pos10yrs","pos11","pos11yrs","pos12","pos12yrs","pos13","pos13yrs","pos14","pos14yrs","pos15","pos15yrs","type","pred","recdatem","recdatey","reccon","extra5","assets","liable","aba","add1","abamin","seatno","success","seatno2","pseatno","lsuc","ls2","ls3","lp","lp2","lp3","ls1","count","seatno4","pseatno4","sseatno4","seatno3","pseatno3","sseatno3","lsuc2","pseatno2","sseatno2","sseatno","sids","tids","samon","sayear","tamon","tayear","year.1","dsen","rsen","dhouse","rhouse","dal","dak","daz","dar","dca","dco","dct","dde","dfl","dga","dhi","did","dil","din","dio","dks","dky","dla","dme","dmd","dma","dmi","dmn","dms","dmo","dmt","dne","dnv","dnh","dnj","dnm","dny","dnc","dnd","doh","dok","dor","dpa","dri","dsc","dsd","dtn","dtx","dut","dvt","dva","dwa","dwv","dwi","dwy","source1","source2","courtesy","appage","sseatno5","sseatno6","pname2","pname3","pname4","dcother","uporoutt","senmaj","senmin","yeari","yearc","congress","unity","e1","e2","e3","e4","e5","e6","congresi","unityi","hdem","hrep","sdem","srep","hother","sother","yearo","congreso","unityo","recess","networth","agego","service","ageon","capsnames","progressive.vote"
144,"Galdieri-Ambrosini v. National Realty & Dev. Corp.","96-9447","2","136 F.3d 276",1998,2,4,0,"employment","0",1,"Kearse, Amalya Lyle",1,0,0,1,1937,0,216,0,311,"New Seat",6210,21,6,1979,6,2002,1937,9999,93,3,0,32,3260,2,25,2,2,"Kearse, Amalya Lyle",1,3,0,1,2,NA,1,1,216,NA,3090,112,1,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,0,0,0,0,0,0,0,1,42,NA,NA,NA,NA,6,1979,NA,NA,"",31,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,NA,NA,NA,2,0,0,"02/10/01","02/10/02","","","02/07/01","0","03/02/08","","07/07/02","03/02/06","02/07/02",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/10/02",NA,NA,NA,NA,NA,NA,1979,58,41,277,158,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,0,2,2,1,1,2,2,0,1,1,2,2,1,1,2,0,1,1,1,2,1,0,0,1,1,1,1,1,0,1,1,2,2,2,0,13,14,1,42,NA,NA,NA,NA,NA,NA,0,58,41,1979,2002,"107TH",3,212,221,50,50,2,1,"96TH",0,277,158,59,41,0,0,2002,"107TH",3,0,NA,65,23,42,"KEARSE",0
145,"Annis v. County of Westchester","96-9647","2","136 F.3d 239",1998,1,28,0,"employment","0",1,"Van Graafeiland, Ellsworth A.",2,5,3,0,1915,1,237,2,623,"Friendly, Henry",17740,20,1,1975,5,1985,1915,9999,22,3,0,32,3275,2,25,1,1,"Van Graafeiland, Ellsworth A.",0,0,0,0,0,0,NA,1,237,8,3275,123,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,1,60,NA,NA,NA,NA,12,1974,NA,NA,"",31,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3305,NA,NA,0,NA,NA,NA,3,0,0,"02/01/10","02/01/11","","02/01/09","03/08/02","08/04/02","3","03/08/01","","05/09/01","03/08/03",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/01/11",NA,NA,NA,NA,NA,NA,1974,56,42,242,192,2,1,0,2,2,1,1,1,1,2,1,1,1,2,2,0,2,2,2,0,1,1,2,2,2,2,0,1,1,1,1,0,1,1,1,0,0,0,2,1,2,0,1,1,0,1,2,2,2,1,13,14,0,59,NA,NA,NA,NA,NA,NA,0,56,44,1974,1985,"99TH",2,253,182,47,53,NA,NA,"93RD",1,243,192,57,43,0,0,1985,"99TH",2,0,NA,70,11,59,"VAN GRAAFEILAND",1
146,"Pollis v. New Sch. for Soc. Research","96-9361","2","132 F.3d 115",1997,11,25,0,"employment","0",1,"Winter, Ralph K.",2,NA,NA,0,1935,1,240,NA,663,"Mansfield, Walter R.",20720,22,12,1981,9,2000,1935,9999,92,3,0,7,760,2,25,1,1,"Winter, Ralph K., Jr.",0,NA,0,0,1,0,NA,1,240,NA,787,99,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0,1,46,NA,NA,NA,NA,12,1981,NA,NA,"",30,19,167,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8200,NA,NA,0,NA,NA,NA,3,0,0,"02/04/07","02/04/08","","02/04/06","04/06/01","01/02/04","0","","01/02/02","DC.01.08","04/06/02",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/04/08",NA,NA,NA,NA,NA,NA,1981,46,53,243,192,1,0,1,2,1,1,1,1,1,1,2,0,1,0,0,0,2,2,1,1,2,2,0,1,1,2,2,1,0,2,0,1,0,1,2,1,0,0,1,1,0,1,1,0,1,1,1,2,1,0,13,14,1,46,NA,NA,NA,NA,NA,NA,0,53,46,1981,2000,"106TH",1,211,223,45,55,1,NA,"97TH",2,243,192,47,53,0,0,2000,"106TH",1,0,NA,65,19,46,"WINTER",1
147,"Canfield v. Van Atta Buick/GMC Truck","97-7251","2","127 F.3d 248",1997,10,3,0,"employment","0",1,"Meskill, Thomas J.",1,4,2,0,1928,1,224,2,412,"Smith, J. Joseph",9430,20,4,1975,6,1993,1928,9999,92,3,0,7,730,2,25,1,1,"Meskill, Thomas J.",0,NA,0,0,1,0,NA,1,224,4,759,118,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,3,1,0,1,22,0,0,0,0,0,0,0,1,47,NA,NA,NA,NA,4,1975,NA,NA,"",22,4,20,4,29,1,26,2,29,2,31,7,408,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14280,NA,NA,0,NA,NA,NA,5,0,0,"02/03/08","02/03/09","","02/03/07","06/02/07","09/06/03","1","06/02/06","09/06/01","DC.B.04","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/03/09",NA,NA,NA,NA,NA,NA,1975,61,37,291,144,2,1,0,2,2,2,1,1,2,2,1,1,1,2,2,0,2,2,2,0,1,1,2,2,2,2,0,1,1,1,1,0,1,1,1,0,0,0,2,1,2,0,1,1,1,1,2,2,2,1,13,14,1,47,NA,NA,NA,NA,NA,NA,0,60,37,1975,1993,"103RD",0,258,176,57,43,1,NA,"94TH",1,291,144,61,38,0,0,1993,"103RD",0,0,NA,65,18,47,"MESKILL",0
148,"Renz v. Grey Adver.","96-7775","2","135 F.3d 217",1997,8,4,0,"employment","0",1,"Meskill, Thomas J.",1,4,2,0,1928,1,224,2,412,"Smith, J. Joseph",9430,20,4,1975,6,1993,1928,9999,92,3,0,7,730,2,25,1,1,"Meskill, Thomas J.",0,NA,0,0,1,0,NA,1,224,4,759,118,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,3,1,0,1,22,0,0,0,0,0,0,0,1,47,NA,NA,NA,NA,4,1975,NA,NA,"",22,4,20,4,29,1,26,2,29,2,31,7,408,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14280,NA,NA,0,NA,NA,NA,5,0,0,"02/03/08","02/03/09","","02/03/07","06/02/07","09/06/03","1","06/02/06","09/06/01","DC.B.04","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/03/09",NA,NA,NA,NA,NA,NA,1975,61,37,291,144,2,1,0,2,2,2,1,1,2,2,1,1,1,2,2,0,2,2,2,0,1,1,2,2,2,2,0,1,1,1,1,0,1,1,1,0,0,0,2,1,2,0,1,1,1,1,2,2,2,1,13,14,1,47,NA,NA,NA,NA,NA,NA,0,60,37,1975,1993,"103RD",0,258,176,57,43,1,NA,"94TH",1,291,144,61,38,0,0,1993,"103RD",0,0,NA,65,18,47,"MESKILL",0
149,"Ierardi v. Sisco","97-7131","2","119 F.3d 183",1997,7,17,0,"employment","0",1,"Newman, Jon O.",3,3,1,0,1932,0,228,2,440,"New Seat",10510,21,6,1979,7,1997,1932,9999,92,3,1,7,730,2,19,1,1,"Newman, Jon O.",1,NA,1,0,1,NA,1,1,228,5,3260,111,1,1,99,1,1,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,47,NA,NA,NA,NA,6,1979,NA,NA,"",1,8,31,2,6,5,428,1,427,1,426,1,31,1,47,1,167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,NA,228427,35600,1,0,0,"02/11/01","0","","1","09/18/01","0","10/02/03","","","08/01/06","09/18/02",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/11/02",NA,NA,NA,NA,NA,NA,1979,58,41,277,158,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,0,2,2,1,1,2,2,0,1,1,2,2,1,1,2,0,1,1,1,2,1,0,0,1,1,1,1,1,0,1,1,2,2,2,0,13,14,1,47,NA,NA,NA,NA,NA,NA,1,58,41,1979,1997,"105TH",1,207,227,45,55,1,NA,"96TH",0,277,158,59,41,0,0,1997,"105TH",1,0,192827,65,18,47,"NEWMAN",1
150,"Kracunas v. Iona College","96-7128","2","119 F.3d 80",1997,6,26,0,"employment","0",1,"Oakes, James L.",3,3,2,0,1924,1,229,1,452,"Waterman, Sterry",10810,19,6,1971,7,1992,1924,9999,23,3,0,45,4510,2,19,1,1,"Oakes, James L.",0,0,1,0,0,0,NA,1,229,1,1370,39,1,1,39,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,47,NA,NA,NA,NA,5,1971,NA,NA,"",1,1,31,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18840,NA,NA,0,NA,NA,NA,2,0,0,"02/05/03","02/05/04","","02/05/02","03/03/07","02/03/04","04/03/03","03/03/06","02/03/02","04/03/01","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/05/04",NA,NA,NA,NA,NA,NA,1971,54,44,255,180,2,1,0,2,2,0,1,0,1,2,1,1,1,2,1,0,0,2,1,0,1,1,2,2,2,2,0,2,1,1,2,0,2,1,0,1,0,0,2,1,1,0,1,1,0,2,2,2,2,1,13,14,0,47,NA,NA,NA,NA,NA,NA,1,54,44,1971,1992,"102ND",1,267,165,56,44,1,NA,"92ND",1,225,180,55,45,0,0,1992,"102ND",1,0,NA,68,21,47,"OAKES",1
151,"Shumway v. UPS","96-7911","2","118 F.3d 60",1997,6,13,0,"employment","0",1,"Walker, John M., Jr.",1,1,1,0,1940,1,242,0,632,"Kaufman, Irving",18319,23,11,1989,99,9999,1940,9999,99,9,0,32,3260,2,22,1,1,"Walker, John M., Jr.",0,3,0,0,2,0,NA,1,242,2,3260,99,1,1,54,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,16,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,61,0,0,0,0,0,0,0,1,49,NA,NA,NA,NA,11,1989,NA,NA,"",1,4,18,4,31,6,5,4,31,1,436,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6150,NA,NA,0,NA,1575000,126000,2,0,0,"02/07/02","0","","02/07/01","DC.11.01","04/02/05","08/09/03","","04/01/03","08/09/01","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","0",NA,NA,NA,NA,NA,NA,1989,55,45,260,175,2,0,1,2,1,1,2,1,1,2,2,0,2,0,1,0,1,2,1,2,2,2,0,0,0,1,2,2,0,2,1,1,1,2,2,1,0,0,1,1,1,2,1,0,1,1,1,2,1,0,13,14,1,49,NA,NA,NA,NA,NA,NA,0,55,45,1989,NA,"",NA,NA,NA,NA,NA,NA,NA,"101ST",1,260,175,55,45,0,0,9999,"",NA,0,1449000,8059,8010,49,"WALKER",0
153,"Torres v. Pisano","96-7939","2","116 F.3d 625",1997,6,3,0,"employment","0",1,"Newman, Jon O.",1,3,1,0,1932,0,228,2,440,"New Seat",10510,21,6,1979,7,1997,1932,9999,92,3,1,7,730,2,19,1,1,"Newman, Jon O.",1,NA,1,0,1,NA,1,1,228,5,3260,111,1,1,99,1,1,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,47,NA,NA,NA,NA,6,1979,NA,NA,"",1,8,31,2,6,5,428,1,427,1,426,1,31,1,47,1,167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,NA,228427,35600,1,0,0,"02/11/01","0","","1","09/18/01","0","10/02/03","","","08/01/06","09/18/02",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/11/02",NA,NA,NA,NA,NA,NA,1979,58,41,277,158,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,0,2,2,1,1,2,2,0,1,1,2,2,1,1,2,0,1,1,1,2,1,0,0,1,1,1,1,1,0,1,1,2,2,2,0,13,14,1,47,NA,NA,NA,NA,NA,NA,1,58,41,1979,1997,"105TH",1,207,227,45,55,1,NA,"96TH",0,277,158,59,41,0,0,1997,"105TH",1,0,192827,65,18,47,"NEWMAN",0
154,"Luciano v. Olsten Corp.","96-7814","2","109 F.3d 111",1997,3,21,0,"employment","0",1,"Oakes, James L.",1,3,2,0,1924,1,229,1,452,"Waterman, Sterry",10810,19,6,1971,7,1992,1924,9999,23,3,0,45,4510,2,19,1,1,"Oakes, James L.",0,0,1,0,0,0,NA,1,229,1,1370,39,1,1,39,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,47,NA,NA,NA,NA,5,1971,NA,NA,"",1,1,31,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18840,NA,NA,0,NA,NA,NA,2,0,0,"02/05/03","02/05/04","","02/05/02","03/03/07","02/03/04","04/03/03","03/03/06","02/03/02","04/03/01","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/05/04",NA,NA,NA,NA,NA,NA,1971,54,44,255,180,2,1,0,2,2,0,1,0,1,2,1,1,1,2,1,0,0,2,1,0,1,1,2,2,2,2,0,2,1,1,2,0,2,1,0,1,0,0,2,1,1,0,1,1,0,2,2,2,2,1,13,14,0,47,NA,NA,NA,NA,NA,NA,1,54,44,1971,1992,"102ND",1,267,165,56,44,1,NA,"92ND",1,225,180,55,45,0,0,1992,"102ND",1,0,NA,68,21,47,"OAKES",0
155,"Luciano v. Olsten Corp.","96-7262","2","110 F.3d 210",1997,3,21,0,"employment","0",1,"Oakes, James L.",3,3,2,0,1924,1,229,1,452,"Waterman, Sterry",10810,19,6,1971,7,1992,1924,9999,23,3,0,45,4510,2,19,1,1,"Oakes, James L.",0,0,1,0,0,0,NA,1,229,1,1370,39,1,1,39,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,47,NA,NA,NA,NA,5,1971,NA,NA,"",1,1,31,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18840,NA,NA,0,NA,NA,NA,2,0,0,"02/05/03","02/05/04","","02/05/02","03/03/07","02/03/04","04/03/03","03/03/06","02/03/02","04/03/01","0",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/05/04",NA,NA,NA,NA,NA,NA,1971,54,44,255,180,2,1,0,2,2,0,1,0,1,2,1,1,1,2,1,0,0,2,1,0,1,1,2,2,2,2,0,2,1,1,2,0,2,1,0,1,0,0,2,1,1,0,1,1,0,2,2,2,2,1,13,14,0,47,NA,NA,NA,NA,NA,NA,1,54,44,1971,1992,"102ND",1,267,165,56,44,1,NA,"92ND",1,225,180,55,45,0,0,1992,"102ND",1,0,NA,68,21,47,"OAKES",1
156,"Dailey v. Societe Generale","96-7249","2","108 F.3d 451",1997,3,5,0,"employment","0",1,"Feinberg, Wilfred",3,3,2,0,1920,0,206,1,185,"Marshall, Thurgood",3025,18,3,1966,1,1991,1920,9999,23,3,1,32,3260,2,17,1,1,"Feinberg, Wilfred",1,0,1,0,1,NA,1,1,206,5,3260,20,0,1,20,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,46,NA,NA,NA,NA,3,1966,NA,NA,"",1,5,31,3,407,1,31,9,408,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8360,NA,NA,0,NA,NA,NA,2,0,0,"02/09/02","02/09/03","","02/09/01","09/03/06","3","0","09/03/05","05/06/04","","09/03/07",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/09/03",NA,NA,NA,NA,NA,NA,1966,68,32,295,140,2,2,1,2,0,0,2,0,2,2,1,1,1,2,0,0,0,2,1,2,1,1,2,2,2,2,0,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,0,2,2,2,2,1,13,14,1,46,NA,NA,NA,NA,NA,NA,1,68,32,1966,1991,"102ND",1,267,165,56,44,1,NA,"89TH",0,295,140,68,32,0,0,1991,"102ND",1,0,NA,71,25,46,"FEINBERG",1
158,"AFSCME v. County of Nassau","95-9022","2","96 F.3d 644",1996,9,26,0,"employment","0",1,"Winter, Ralph K.",3,NA,NA,0,1935,1,240,NA,663,"Mansfield, Walter R.",20720,22,12,1981,9,2000,1935,9999,92,3,0,7,760,2,25,1,1,"Winter, Ralph K., Jr.",0,NA,0,0,1,0,NA,1,240,NA,787,99,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0,1,46,NA,NA,NA,NA,12,1981,NA,NA,"",30,19,167,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8200,NA,NA,0,NA,NA,NA,3,0,0,"02/04/07","02/04/08","","02/04/06","04/06/01","01/02/04","0","","01/02/02","DC.01.08","04/06/02",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/04/08",NA,NA,NA,NA,NA,NA,1981,46,53,243,192,1,0,1,2,1,1,1,1,1,1,2,0,1,0,0,0,2,2,1,1,2,2,0,1,1,2,2,1,0,2,0,1,0,1,2,1,0,0,1,1,0,1,1,0,1,1,1,2,1,0,13,14,1,46,NA,NA,NA,NA,NA,NA,0,53,46,1981,2000,"106TH",1,211,223,45,55,1,NA,"97TH",2,243,192,47,53,0,0,2000,"106TH",1,0,NA,65,19,46,"WINTER",1
159,"Reed v. A.W. Lawrence & Co.","95-7770","2","95 F.3d 1170",1996,9,11,0,"employment","0",1,"Miner, Roger J.",3,4,0,0,1934,1,225,4,420,"New Seat",9700,22,7,1985,1,1997,1934,9999,92,3,0,32,3210,2,22,1,1,"Miner, Roger J.",0,NA,1,0,1,0,NA,1,225,5,3239,119,0,0,60,0,1,0,0,0,1,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,1,0,0,0,1,0,0,0,1,51,NA,NA,NA,NA,7,1985,NA,NA,"",1,4,400,2,30,4,421,1,422,10,423,3,31,2,408,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,NA,NA,NA,2,0,0,"02/12/01","0","","1","06/02/06","DC.03.06","06/01/09","06/02/05","DC.03.04","06/01/07","06/02/07",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/12/02",NA,NA,NA,NA,NA,NA,1985,47,53,253,182,1,0,1,2,1,1,1,1,1,1,2,0,2,0,1,0,1,2,1,2,2,2,0,1,1,2,2,0,0,2,1,1,0,1,2,1,0,0,1,1,0,2,1,0,1,0,0,2,1,0,13,14,1,51,NA,NA,NA,NA,NA,NA,1,53,47,1985,1997,"105TH",1,207,227,45,55,1,NA,"99TH",2,253,182,47,53,0,0,1997,"105TH",1,0,NA,63,12,51,"MINER",1
160,"Burger v. New York Inst. of Tech.","95-7859","2","94 F.3d 830",1996,9,9,0,"employment","0",1,"Winter, Ralph K.",3,NA,NA,0,1935,1,240,NA,663,"Mansfield, Walter R.",20720,22,12,1981,9,2000,1935,9999,92,3,0,7,760,2,25,1,1,"Winter, Ralph K., Jr.",0,NA,0,0,1,0,NA,1,240,NA,787,99,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0,1,46,NA,NA,NA,NA,12,1981,NA,NA,"",30,19,167,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8200,NA,NA,0,NA,NA,NA,3,0,0,"02/04/07","02/04/08","","02/04/06","04/06/01","01/02/04","0","","01/02/02","DC.01.08","04/06/02",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/04/08",NA,NA,NA,NA,NA,NA,1981,46,53,243,192,1,0,1,2,1,1,1,1,1,1,2,0,1,0,0,0,2,2,1,1,2,2,0,1,1,2,2,1,0,2,0,1,0,1,2,1,0,0,1,1,0,1,1,0,1,1,1,2,1,0,13,14,1,46,NA,NA,NA,NA,NA,NA,0,53,46,1981,2000,"106TH",1,211,223,45,55,1,NA,"97TH",2,243,192,47,53,0,0,2000,"106TH",1,0,NA,65,19,46,"WINTER",1
161,"Holt v. KMI-Continental","95-7297","2","95 F.3d 123",1996,9,4,0,"employment","0",1,"Kearse, Amalya Lyle",1,0,0,1,1937,0,216,0,311,"New Seat",6210,21,6,1979,6,2002,1937,9999,93,3,0,32,3260,2,25,2,2,"Kearse, Amalya Lyle",1,3,0,1,2,NA,1,1,216,NA,3090,112,1,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,0,0,0,0,0,0,0,1,42,NA,NA,NA,NA,6,1979,NA,NA,"",31,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,NA,NA,NA,2,0,0,"02/10/01","02/10/02","","","02/07/01","0","03/02/08","","07/07/02","03/02/06","02/07/02",1,NA,NA,NA,NA,NA,NA,NA,NA,"","02/10/02",NA,NA,NA,NA,NA,NA,1979,58,41,277,158,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,0,2,2,1,1,2,2,0,1,1,2,2,1,1,2,0,1,1,1,2,1,0,0,1,1,1,1,1,0,1,1,2,2,2,0,13,14,1,42,NA,NA,NA,NA,NA,NA,0,58,41,1979,2002,"107TH",3,212,221,50,50,2,1,"96TH",0,277,158,59,41,0,0,2002,"107TH",3,0,NA,65,23,42,"KEARSE",0
